"","X1","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94","female","w"
"11528",200082,30153260985592,"August","NY",3903.5749,2884.61,42,45,1,NA,52,1,1,0,0,"Native, Born In US",2,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",FALSE,68.6811904761905
"11529",200083,30153260985592,"August","NY",3172.313,200,20,44,1,NA,52,2,1,0,0,"Foreign Born, US Cit By Naturalization",2,"Other schools, instruction, and educational services (6116, 6117)",2340,"Private, For Profit","No","No","Employed-Absent",TRUE,10
"11530",200088,30610100828255,"August","NY",4405.2993,1730,40,44,1,NA,63,1,1,0,0,"Foreign Born, US Cit By Naturalization",2,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",850,"Private, For Profit","No","No","Employed-At Work",FALSE,43.25
"11531",200094,30610180037482,"August","NY",3188.4897,2884.61,45,44,1,NA,47,2,1,2,10,"Native, Born In US",2,"Advertising and related services (5418)",430,"Private, For Profit","No","No","Employed-At Work",TRUE,64.1024444444444
"11532",200105,30610345863017,"August","NY",3080.0931,2115.38,60,44,1,NA,36,2,1,2,4,"Native, Born Abroad Of US Parent(s)",2,"Elementary and secondary schools (6111)",230,"Government - Local","Yes",NA,"Employed-Absent",TRUE,35.2563333333333
"11533",200116,30610508227176,"August","NY",2688.6451,530,40,44,2,NA,50,2,7,0,0,"Native, Born In US",2,"Individual and family services (6241)",2010,"Government - Local","Yes",NA,"Employed-At Work",TRUE,13.25
"11534",200125,45046137320280,"August","NY",3258.7615,2884.61,50,44,1,7,40,1,1,2,3,"Native, Born In US",2,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit","No","No","Employed-At Work",FALSE,57.6922
"11535",200159,80093260013907,"August","NY",3471.0753,1538,40,45,4,NA,35,1,1,1,1,"Native, Born In US",2,"Public finance activities (92113)",2100,"Government - Federal","No","No","Employed-At Work",FALSE,38.45
"11536",200201,157863060036041,"August","NY",3904.1444,1923,40,44,1,NA,29,1,7,0,0,"Native, Born In US",2,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4720,"Private, For Profit","No","No","Employed-At Work",FALSE,48.075
"11537",200206,169633060018949,"August","NY",3904.1444,1923,70,44,1,NA,27,1,7,0,0,"Native, Born In US",2,"Scientific research and development services (5417)",1650,"Private, For Profit","No","No","Employed-At Work",FALSE,27.4714285714286
"11538",200207,180093060013957,"August","NY",3166.257,769,40,44,2,NA,60,2,7,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",3150,"Government - Local","Yes",NA,"Employed-At Work",TRUE,19.225
"11539",200233,226882101390303,"August","NY",3612.8631,1250,55,45,4,NA,35,1,1,0,0,"Foreign Born, Not a US Citizen",2,"Hospitals (622)",3060,"Private, For Profit","No","No","Employed-At Work",FALSE,22.7272727272727
"11540",200234,226882101390303,"August","NY",4130.6888,1250,55,45,4,NA,33,2,1,0,0,"Foreign Born, Not a US Citizen",2,"Hospitals (622)",3060,"Private, For Profit","No","No","Employed-At Work",TRUE,22.7272727272727
"11541",200248,230609940988196,"August","NY",3471.0753,2884.61,48,44,4,NA,37,1,1,1,2,"Foreign Born, Not a US Citizen",2,"Religious organizations (8131)",2040,"Private, Nonprofit","No","No","Employed-At Work",FALSE,60.0960416666667
"11542",200279,300290419039683,"August","NY",4516.1698,1019.23,45,45,1,NA,28,1,7,0,0,"Native, Born In US",2,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",FALSE,22.6495555555556
"11543",200295,305360413007681,"August","NY",3004.7597,1153.84,30,44,1,NA,40,2,1,3,3,"Foreign Born, US Cit By Naturalization",2,"Elementary and secondary schools (6111)",2310,"Private, Nonprofit","No","No","Employed-Absent",TRUE,38.4613333333333
"11544",200312,363680140301705,"August","NY",3188.4897,2115.38,30,44,1,NA,49,2,5,1,3,"Native, Born In US",2,"Administration of human resource programs (923)",740,"Government - Federal","No","No","Employed-At Work",TRUE,70.5126666666667
"11545",200319,391902604094684,"August","NY",3788.5021,865.38,40,44,2,8,44,2,7,0,0,"Native, Born In US",2,"Individual and family services (6241)",2010,"Government - Local","Yes",NA,"Employed-At Work",TRUE,21.6345
"11546",200384,526535101270302,"August","NY",3029.5625,530,40,44,2,NA,36,2,7,0,0,"Foreign Born, US Cit By Naturalization",2,"Elementary and secondary schools (6111)",3150,"Private, For Profit","Yes",NA,"Employed-At Work",TRUE,13.25
"11547",200402,602902273991086,"August","NY",3750.9252,2173.07,40,44,1,NA,28,1,7,0,0,"Foreign Born, Not a US Citizen",2,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit","No","No","Employed-At Work",FALSE,54.32675
"11548",200414,610002763331826,"August","NY",3280.3621,2884.61,40,44,1,NA,37,1,7,0,0,"Native, Born In US",2,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit","No","No","Employed-At Work",FALSE,72.11525
"11549",200438,630565094032879,"August","NY",3291.5079,680,40,44,1,NA,34,1,1,0,0,"Native, Born In US",2,"Radio and television broadcasting and cable (5151, 5152, 5175)",40,"Private, For Profit","No","No","Employed-At Work",FALSE,17
"11550",200454,654960589551003,"August","NY",3425.9606,1019,45,45,1,NA,31,1,5,0,0,"Native, Born In US",2,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",FALSE,22.6444444444444
"11551",200459,656979220419308,"August","NY",2886.8371,1384.61,35,44,1,NA,42,2,7,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",2300,"Government - Local","Yes",NA,"Employed-Absent",TRUE,39.5602857142857
"11552",200463,659710423110923,"August","NY",2910.365,1038.46,40,44,1,6,33,2,7,0,0,"Native, Born In US",2,"Justice, public order, and safety activities (922, pt. 92115)",2010,"Government - Local","No","No","Employed-At Work",TRUE,25.9615
"11553",200490,763215012907493,"August","NY",2910.6665,1800,40,44,2,NA,36,2,7,0,0,"Native, Born In US",2,"Hospitals (622)",350,"Private, Nonprofit","No","No","Employed-At Work",TRUE,45
"11554",200506,826397629600712,"August","NY",4183.3896,1307.69,35,44,1,6,55,1,7,0,0,"Foreign Born, US Cit By Naturalization",2,"Administration of human resource programs (923)",3030,"Government - Local","Yes",NA,"Employed-At Work",FALSE,37.3625714285714
"11555",200544,914076599329940,"August","NY",3499.0844,1557.69,60,44,1,NA,29,2,1,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,25.9615
"11556",200557,951762004530182,"August","NY",3198.9329,2884.61,45,45,1,NA,59,2,4,0,0,"Native, Born In US",2,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-Absent",TRUE,64.1024444444444
"11557",200562,959006062329450,"August","NY",3750.9252,2038,40,44,1,NA,27,1,7,0,0,"Native, Born In US",2,"Software publishing (5112)",10,"Private, For Profit","No","No","Employed-At Work",FALSE,50.95
"11558",200569,963983140203900,"August","NY",3304.129,1653.84,45,45,1,NA,30,2,5,0,0,"Foreign Born, US Cit By Naturalization",2,"Management of companies and enterprises (551)",2100,"Private, For Profit","No","No","Employed-At Work",TRUE,36.752
"11559",200585,564096632309,"August","NY",2586.6561,1153,40,44,1,NA,61,2,5,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,28.825
"11560",200586,2300630610762,"August","NY",2609.5444,769.23,40,44,1,NA,49,2,1,1,4,"Native, Born In US",2,"Vocational rehabilitation services (6243)",2010,"Private, Nonprofit","No","No","Employed-At Work",TRUE,19.23075
"11561",200590,2309001610048,"August","NY",2729.5277,2519.23,40,45,1,NA,46,2,1,2,8,"Native, Born In US",2,"Justice, public order, and safety activities (922, pt. 92115)",5000,"Government - Local","No","No","Employed-At Work",TRUE,62.98075
"11562",200593,2905813496076,"August","NY",3071.6165,2500,40,44,1,NA,45,1,1,3,3,"Native, Born In US",2,"Religious organizations (8131)",120,"Private, Nonprofit","No","No","Employed-Absent",FALSE,62.5
"11563",200594,2905813496076,"August","NY",3530.9629,1730.76,40,44,1,NA,44,2,1,3,3,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-Absent",TRUE,43.269
"11564",200638,30610055560525,"August","NY",3230.3883,2307.69,50,44,1,4,59,1,1,0,0,"Foreign Born, US Cit By Naturalization",2,"3365",1400,"Private, For Profit","No","No","Employed-At Work",FALSE,46.1538
"11565",200647,30610085954549,"August","NY",2826.6107,1659.09,60,44,1,NA,52,2,1,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",2330,"Government - Local","Yes",NA,"Employed-At Work",TRUE,27.6515
"11566",200663,30610177656217,"August","NY",3227.6478,1730.76,40,46,1,NA,58,1,1,0,0,"Native, Born In US",2,"Architectural, engineering, and related services (5413)",1740,"Private, For Profit","No","No","Employed-At Work",FALSE,43.269
"11567",200668,30610225411767,"August","NY",3197.0871,1634.61,50,44,1,NA,45,1,5,1,3,"Native, Born In US",2,"4195",1105,"Private, For Profit","No","No","Employed-At Work",FALSE,32.6922
"11568",200671,30863260963096,"August","NY",2507.1321,1153,38,44,1,NA,46,2,1,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-Absent",TRUE,30.3421052631579
"11569",200673,31593260012106,"August","NY",4081.4839,1923.07,60,45,4,NA,34,1,7,0,0,"Native, Born In US",2,"Insurance carriers and related activities (524)",2100,"Private, For Profit","No","No","Employed-At Work",FALSE,32.0511666666667
"11570",200686,44056628300921,"August","NY",3513.6445,750,40,44,1,NA,43,2,1,0,0,"Native, Born In US",2,"Hospitals (622)",5240,"Private, For Profit","No","No","Employed-At Work",TRUE,18.75
"11571",200695,63036160200004,"August","NY",2826.6107,1153.84,35,44,1,NA,53,2,1,2,10,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-Absent",TRUE,32.9668571428571
"11572",200709,88923260013005,"August","NY",2596.305,1120,40,44,1,NA,52,2,1,0,0,"Native, Born In US",2,"Outpatient care centers (6214)",2016,"Private, Nonprofit","No","No","Employed-At Work",TRUE,28
"11573",200713,106350820980302,"August","NY",3375.7506,961.53,28,46,1,NA,41,2,1,3,14,"Native, Born In US",2,"Hospitals (622)",3050,"Private, Nonprofit","No","No","Employed-At Work",TRUE,34.3403571428571
"11574",200742,171063060065800,"August","NY",2729.5277,1346.15,40,46,1,NA,49,2,1,2,10,"Native, Born In US",2,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",TRUE,33.65375
"11575",200764,228394459600786,"August","NY",3742.6586,1634.61,40,44,1,NA,30,1,1,1,1,"Native, Born In US",2,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",1030,"Private, For Profit","Yes",NA,"Employed-At Work",FALSE,40.86525
"11576",200785,230609983516571,"August","NY",3737.3116,1346.15,45,44,2,NA,41,2,1,0,0,"Foreign Born, US Cit By Naturalization",2,"Elementary and secondary schools (6111)",2330,"Government - Local","Yes",NA,"Employed-At Work",TRUE,29.9144444444444
"11577",200797,263094110105202,"August","NY",2702.3599,769,40,44,1,NA,54,2,7,1,3,"Native, Born In US",2,"Hospitals (622)",3256,"Government - Federal","Yes",NA,"Employed-At Work",TRUE,19.225
"11578",200798,263223190007006,"August","NY",2702.3599,1153.84,40,44,1,NA,53,2,1,0,0,"Native, Born In US",2,"Hospitals (622)",350,"Private, For Profit","No","No","Employed-At Work",TRUE,28.846
"11579",200803,263789082907894,"August","NY",2768.7174,2884.61,40,44,1,NA,50,1,1,0,0,"Native, Born In US",2,"Waste management and remediation services (562)",430,"Private, For Profit","No","No","Employed-At Work",FALSE,72.11525
"11580",200808,301190910010606,"August","NY",2826.6107,615.38,40,44,1,NA,53,2,1,2,10,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Private, For Profit","No","No","Employed-Absent",TRUE,15.3845
"11581",200815,305050814059694,"August","NY",3767.3392,1750,40,44,1,NA,39,2,1,2,8,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-Absent",TRUE,43.75
"11582",200854,398932501077684,"August","NY",3585.6757,2115,40,44,1,NA,43,1,7,0,0,"Native, Born In US",2,"Insurance carriers and related activities (524)",540,"Private, For Profit","No","No","Employed-At Work",FALSE,52.875
"11583",200856,403300651610808,"August","NY",2692.3169,1520,40,44,1,NA,60,2,1,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",230,"Government - Local","No","No","Employed-At Work",TRUE,38
"11584",200861,403300653610008,"August","NY",5437.2465,1480.76,40,44,2,7,40,2,1,2,10,"Foreign Born, US Cit By Naturalization",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-Absent",TRUE,37.019
"11585",200866,410004093201536,"August","NY",2702.3599,1120,40,44,1,NA,51,2,1,0,0,"Native, Born In US",2,"Outpatient care centers (6214)",2016,"Private, Nonprofit","No","No","Employed-At Work",TRUE,28
"11586",200891,510005603205556,"August","NY",2826.6107,1307.69,42,44,1,NA,50,2,1,1,4,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - State","Yes",NA,"Employed-Absent",TRUE,31.1354761904762
"11587",200896,525395279600982,"August","NY",3914.7409,807,40,44,1,NA,33,1,1,2,1,"Native, Born In US",2,"Advertising and related services (5418)",4800,"Private, For Profit","No","No","Employed-At Work",FALSE,20.175
"11588",200909,601867004330340,"August","NY",3230.3883,961,45,44,1,7,57,1,1,1,3,"Foreign Born, Not a US Citizen",2,"Taxi and limousine service (4853)",9140,"Private, For Profit","No","No","Employed-At Work",FALSE,21.3555555555556
"11589",200913,610820609591003,"August","NY",4200.4575,530,40,44,2,NA,46,2,3,0,0,"Native, Born In US",2,"Hospitals (622)",3255,"Private, Nonprofit","No","No","Employed-At Work",TRUE,13.25
"11590",200925,630863099932289,"August","NY",2896.0193,1826.92,38,44,1,NA,54,1,1,0,0,"Native, Born In US",2,"Administration of human resource programs (923)",430,"Government - Local","Yes",NA,"Employed-At Work",FALSE,48.0768421052632
"11591",200936,660490824521003,"August","NY",4900.1453,2403,50,44,4,NA,25,1,7,0,0,"Foreign Born, Not a US Citizen",2,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit","No","No","Employed-At Work",FALSE,48.06
"11592",200966,696570801320300,"August","NY",4258.8266,1200,40,44,1,NA,28,2,1,1,1,"Native, Born In US",2,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-Absent",TRUE,30
"11593",200967,696570801320300,"August","NY",4439.2663,1653.84,50,46,1,NA,29,1,1,1,1,"Native, Born In US",2,"Justice, public order, and safety activities (922, pt. 92115)",2100,"Government - Federal","No","No","Employed-At Work",FALSE,33.0768
"11594",200979,727395679600726,"August","NY",2936.5959,1923.07,40,44,1,NA,45,1,1,1,3,"Native, Born In US",2,"Machinery manufacturing, n.e.c. (3332, 3334, 3339)",140,"Private, For Profit","No","No","Employed-At Work",FALSE,48.07675
"11595",200986,810004223209116,"August","NY",3247.8647,1769.23,40,44,1,NA,31,2,1,0,0,"Native, Born In US",2,"Scientific research and development services (5417)",10,"Government - State","No","No","Employed-At Work",TRUE,44.23075
"11596",200987,810004223209116,"August","NY",3895.5402,1615.38,50,44,1,NA,30,1,1,0,0,"Native, Born In US",2,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",1430,"Private, For Profit","No","No","Employed-At Work",FALSE,32.3076
"11597",201022,906006536329400,"August","NY",4268.4516,1538.46,40,46,4,NA,36,2,1,0,0,"Foreign Born, Not a US Citizen",2,"Electric power generation, transmission and distribution (Pt. 2211)",840,"Private, For Profit","No","No","Employed-At Work",TRUE,38.4615
"11598",201023,906006536329400,"August","NY",3585.6757,1344.25,40,44,1,NA,44,1,1,0,0,"Native, Born In US",2,"Elementary and secondary schools (6111)",2330,"Government - Local","Yes",NA,"Employed-At Work",FALSE,33.60625
"11599",201026,920006684329090,"August","NY",3657.9982,2096.15,35,44,2,NA,56,2,7,0,0,"Native, Born In US",2,"Home health care services (6216)",350,"Private, Nonprofit","No","No","Employed-At Work",TRUE,59.89
"11600",201040,974086813329710,"August","NY",4091.6878,390,30,44,1,NA,29,2,7,0,0,"Native, Born In US",2,"Wired telecommunications carriers (*5171)",5020,"Private, For Profit","No","No","Employed-At Work",TRUE,13
"11601",201047,990863092332199,"August","NY",4854.0684,1769,40,44,4,NA,33,2,1,0,0,"Foreign Born, Not a US Citizen",2,"Railroad rolling stock manufacturing (3365)",800,"Private, For Profit","No","No","Employed-At Work",TRUE,44.225
"11602",201048,990863092332199,"August","NY",4128.3086,1344,40,44,4,NA,36,1,1,0,0,"Foreign Born, Not a US Citizen",2,"Computer systems design and related services (5415)",1020,"Private, For Profit","No","No","Employed-At Work",FALSE,33.6
"11603",201081,230609974529296,"August","NY",3187.6804,1254,38,44,1,NA,33,2,1,0,0,"Native, Born In US",2,"Other schools, instruction, and educational services (6116, 6117)",2340,"Government - Local","Yes",NA,"Employed-At Work",TRUE,33
